Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL325 Gen11,1,1U,27270,1.36E+07,1.21E+07,1.09E+07,9.57E+06,8.20E+06,6.83E+06,5.46E+06,4.09E+06,2.74E+06,1.36E+06,431,383,356,291,262,240,217,193,167,136,70.7,31495,31658,30697,32918,31305,28512,25191,21181,16425,9998,128,1,128,2,AMD EPYC 9754 2.25 GHz,2250,"128-Core, 2.25 GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,256 MB I+D on chip per chip,None,192,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,12 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit (P03178-B21),1,1000,Jul-2023,2023,Jul-2023,Hewlett Packard Enterprise,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01256.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01256.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL340 Gen12,1,2U,16445,8.20E+06,7.40E+06,6.58E+06,5.75E+06,4.94E+06,4.12E+06,3.29E+06,2.47E+06,1.65E+06,822251,359,339,317,297,278,257,233,209,187,149,125,22824,21819,20761,19360,17789,16048,14092,11835,8804,5510,144,1,144,1,Intel Xeon 6766E 1.90 GHz (Intel Turbo Boost Technology up to 2.70 GHz),1900,"144-Core, 1.90 GHz, 108MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,4 MB I+D on chip per core,108 MB I+D on chip per chip,None,128,SUSE Linux Enterprise Server 15 SP5,5.14.21-150500.53-default,8 x 16384 MB,"8 x 16 GB 1Rx8 PC5-6400B-RD1-1211-XT; slots 1, 3, 5, 7, 10, 12, 14 and 16",Line-powered,1 x HPE 1.6TB NVMe MU SFF BC U.3 PM1735a SSD,embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit,1,1000,Jan-2025,2025,Jul-2024,Hewlett Packard Enterprise,Oct-2024,"<A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01450.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01450.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,1,2U,18260,6.32E+06,5.71E+06,5.08E+06,4.44E+06,3.81E+06,3.18E+06,2.54E+06,1.90E+06,1.27E+06,634704,272,255,236,217,197,169,150,134,120,104,58,23199,22418,21533,20503,19346,18802,16990,14167,10620,6132,64,1,64,2,AMD EPYC 7763 2.45 GHz,2450,"64-Core, 2.45 GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB I+D on chip per chip,None,128,SUSE Linux Enterprise Server 12 SP5,4.12.14-122.17-default,8 x 16384 MB,"16 GB 2Rx8 PC4-3200AA-R; slots 1, 3, 5, 7, 10, 12, 14 and 16 populated",Line-powered,1 x HPE 480GB SATA 6G SSD (P05976-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (865438-B21),1,800,Mar-2021,2021,Jul-2020,Hewlett Packard Enterprise,Mar-2021,"<A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210221-01065.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210221-01065.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,1,2U,16823,5.80E+06,5.24E+06,4.66E+06,4.08E+06,3.50E+06,2.92E+06,2.33E+06,1.75E+06,1.16E+06,582753,270,255,237,218,197,172,147,132,119,104,53.7,21478,20578,19704,18721,17763,17005,15828,13273,9808,5581,64,1,64,2,AMD EPYC 7763 2.45 GHz,2450,"64-Core, 2.45 GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB I+D on chip per chip,None,128,Windows Server 2019 Datacenter,Version 1809 (OS Build 17763.1697),8 x 16384 MB,"16 GB 2Rx8 PC4-3200AA-R; slots 1, 3, 5, 7, 10, 12, 14 and 16 populated",Line-powered,1 x HPE 480GB SATA 6G SSD (P05976-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (865438-B21),1,800,Mar-2021,2021,Jan-2021,Hewlett Packard Enterprise,Mar-2021,"<A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210223-01074.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210223-01074.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,2U,34615,1.87E+07,1.69E+07,1.50E+07,1.31E+07,1.12E+07,9.39E+06,7.51E+06,5.62E+06,3.74E+06,1.88E+06,455,422,383,327,297,265,235,204,173,143,72.8,41086,39961,39092,40151,37830,35395,31949,27506,21686,13194,160,1,160,2,AMD EPYC 9845 2.1 GHz,2100,"160-Core, 2.10 GHz 320 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)",1 chip,32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,320 MB I+D on chip per chip,None,192,SUSE Linux Enterprise Server 15 SP5,6.4.0-150600.21-default,12 x 16384 MB,16 GB 1Rx8 PC5-6400B-RD1-1211-XT; all DIMM slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit (P38995-B21),1,800,Jan-2025,2025,Jul-2024,Hewlett Packard Enterprise,Oct-2024,"<A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01443.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01443.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,2U,32918,1.63E+07,1.47E+07,1.31E+07,1.14E+07,9.80E+06,8.17E+06,6.53E+06,4.90E+06,3.27E+06,1.63E+06,377,360,335,307,282,255,228,200,171,141,72.2,43115,40834,39007,37301,34797,32092,28652,24528,19115,11567,160,1,160,2,AMD EPYC 9845 2.1 GHz,2100,"160-Core, 2.10 GHz 320 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)",1 chip,32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,320 MB I+D on chip per chip,None,192,Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2655),12 x 16384 MB,16 GB 1Rx8 PC5-6400B-RD1-1211-XT; all DIMM slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit (P38995-B21),1,800,Jan-2025,2025,Jul-2024,Hewlett Packard Enterprise,Oct-2024,"<A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01445.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01445.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,2U,25537,1.18E+07,1.05E+07,9.43E+06,8.28E+06,7.10E+06,5.91E+06,4.74E+06,3.55E+06,2.37E+06,1.18E+06,373,345,321,291,242,220,201,181,159,136,72.2,31616,30528,29354,28438,29386,26818,23580,19639,14937,8701,96,1,96,2,AMD EPYC 9654P 2.40 GHz,2400,"96-Core, 2.40 GHz, 384MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,384 MB I+D on chip per chip,None,192,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,12 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all DIMM slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (865438-B21),1,800,Dec-2022,2022,Dec-2022,Hewlett Packard Enterprise,Nov-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221020-01187.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221020-01187.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,2U,22178,1.00E+07,9.08E+06,8.08E+06,7.06E+06,6.05E+06,5.06E+06,4.04E+06,3.03E+06,2.02E+06,1.01E+06,346,331,304,273,249,228,208,188,163,138,72,28973,27419,26591,25837,24285,22143,19392,16138,12395,7313,96,1,96,2,AMD EPYC 9654P 2.40 GHz,2400,"96-Core, 2.40 GHz, 384MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,384 MB I+D on chip per chip,None,192,Windows Server 2019 Datacenter,Version 1809 (OS Build 17763.3532),12 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all DIMM slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (865438-B21),1,800,Dec-2022,2022,Dec-2022,Hewlett Packard Enterprise,Nov-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221025-01191.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221025-01191.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,2U,29124,1.41E+07,1.25E+07,1.13E+07,9.90E+06,8.49E+06,7.07E+06,5.66E+06,4.24E+06,2.83E+06,1.42E+06,426,377,356,280,248,226,204,181,158,133,70.7,32999,33179,31750,35346,34175,31285,27802,23412,17896,10656,128,1,128,2,AMD EPYC 9754 2.25 GHz,2250,"128-Core, 2.25 GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,256 MB I+D on chip per chip,None,192,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,12 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all slots populated,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit (P03178-B21),1,1000,Jul-2023,2023,Jul-2023,Hewlett Packard Enterprise,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01255.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01255.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,11637,3.03E+06,2.73E+06,2.43E+06,2.13E+06,1.82E+06,1.52E+06,1.22E+06,908421,607240,302015,235,214,186,160,140,122,107,90.5,76.9,64.3,37.3,12854,12753,13064,13300,12978,12405,11392,10039,7896,4696,28,1,28,2,Intel Xeon Platinum 8280 @ 2.70GHz,2700,"28-Core, 2.70 GHz, 38.5MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,48,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,6 x 8182 MB,"6 x 8GB 2Rx8 PC4-2666V-R; slots 1, 3, 5, 8, 10, and 12 populated in each socket",Line-powered,1 x HPE 240GB SATA M.2 2280 SSD (875488-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply 96% (865438-B21),1,800,Apr-2019,2019,Mar-2018,Hewlett Packard Enterprise,Apr-2019,"<A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190312-00904.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190312-00904.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,12384,2.94E+06,2.65E+06,2.36E+06,2.06E+06,1.77E+06,1.47E+06,1.18E+06,884222,588997,294973,217,187,164,144,125,109,96.8,86.2,75.9,65,39.4,13586,14160,14352,14368,14207,13512,12184,10256,7760,4541,28,1,28,2,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,"28-Core, 2.70 GHz, 38.5MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,48,Windows Server 2012 R2 Datacenter,Version 6.3 (Build 9600),6 x 8182 MB,"6 x 8GB 2Rx8 PC4-2666V-R; slots 1, 3, 5, 8, 10, and 12 populated on each socket",Line-powered,1 x HPE 240GB SATA M.2 2280 SSD (875488-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply 96% (865438-B21),1,800,Apr-2019,2019,Mar-2019,Hewlett Packard Enterprise,Apr-2019,"<A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190312-00916.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190312-00916.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,11126,2.96E+06,2.68E+06,2.38E+06,2.08E+06,1.78E+06,1.48E+06,1.19E+06,889523,594972,297033,237,217,191,163,144,126,109,94.1,80.7,68.1,38.9,12518,12340,12445,12789,12415,11789,10855,9450,7374,4363,28,1,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,48,SUSE Linux Enterprise Server 12 SP3,Kernel 4.4.120-94.17-default,6 x 8182 MB,"6 x 8GB 2Rx8 PC4-2666V-RE1-12; slots 1, 3, 5, 8, 10, and 12 populated",Line-powered,1 x HPE 240GB SATA 6G SSD (875503-B21),1 x HPE Smart Array S100i SR Gen10 (784308-B21),Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply 96% (865438-B21),1,800,Jun-2018,2018,Jul-2018,Hewlett Packard Enterprise,Sep-2018,"<A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180827-00844.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180827-00844.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,11709,5.80E+06,5.24E+06,4.65E+06,4.07E+06,3.49E+06,2.91E+06,2.33E+06,1.74E+06,1.16E+06,581147,457,417,365,307,268,233,201,171,144,117,52.4,12699,12572,12752,13276,13033,12466,11575,10218,8106,4953,56,2,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,96,SUSE Linux Enterprise Server 12 SP3,Kernel 4.4.120-94.17-default,12 x 8182 MB,"12 x 8GB 2Rx8 PC4-2666V-RE1-12 Samsung; slots 1, 3, 5, 8, 10, and 12 populated in each socket",Line-powered,1 x HPE 240GB SATA 6G SSD (875503-B21),1 x HPE Smart Array S100i SR Gen10 (784308-B21),Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply 96% (865438-B21),1,800,Jun-2018,2018,Jul-2018,Hewlett Packard Enterprise,Sep-2018,"<A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00848.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00848.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,11550,2.99E+06,2.70E+06,2.40E+06,2.10E+06,1.81E+06,1.50E+06,1.20E+06,898385,601396,300555,233,210,178,156,138,121,107,94.6,82.2,68.9,38.7,12840,12846,13477,13459,13101,12365,11174,9493,7314,4362,28,1,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,48,Windows Server 2012 R2 Datacenter,Version 6.3 (Build 9600),6 x 8182 MB,"6 x 8GB 2Rx8 PC4-2666V-RE1-12 Samsung; slots 1, 3, 5, 8, 10, and 12 populated",Line-powered,1 x HPE Dual 150GB SATA RI uFF M.2 SSSD (880875-B21),1 x HPE Smart Array S100i SR Gen10,Enabled (see SUT Notes),DPS-800AB (865438-B21) 96%,1,800,Oct-2017,2017,Apr-2015,Hewlett Packard Enterprise,Nov-2017,"<A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171024-00803.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171024-00803.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,12488,5.87E+06,5.30E+06,4.71E+06,4.12E+06,3.54E+06,2.94E+06,2.36E+06,1.77E+06,1.18E+06,589575,448,404,339,287,247,213,186,162,140,116,50,13100,13127,13902,14324,14317,13836,12692,10883,8428,5066,56,2,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,96,Windows Server 2012 R2 Datacenter,Version 6.3 (Build 9600),12 x 8182 MB,"12 x 8GB 2Rx8 PC4-2666V-RE1-12 Samsung; slots 1, 3, 5, 8, 10, and 12 populated in each socket",Line-powered,1 x HPE Dual 150GB SATA RI uFF M.2 SSSD (880875-B21),1 x HPE Smart Array S100i SR Gen10,Enabled (see SUT Notes),DPS-800AB (865438-B21) 96%,1,800,Oct-2017,2017,Apr-2015,Hewlett Packard Enterprise,Oct-2017,"<A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171010-00788.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171010-00788.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,1U,12313,5.78E+06,5.21E+06,4.63E+06,4.06E+06,3.48E+06,2.90E+06,2.32E+06,1.74E+06,1.16E+06,581133,451,407,341,289,246,211,183,160,138,114,48.7,12825,12817,13592,14057,14152,13755,12665,10862,8432,5077,56,2,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,96,Windows Server 2012 R2 Datacenter,Version 6.3 (Build 9600),12 x 8182 MB,"12 x 8GB 2Rx8 PC4-2666V-R; slots 1, 3, 5, 8, 10, and 12 populated in each socket",Line-powered,1 x HPE 340GB SATA RI UFF M.2 Kit (815606-B21),Embedded SATA Controller,Enabled (see SUT Notes),DPS-800AB (865438-B21) 96%,1,800,Sep-2017,2017,Jan-2015,Hewlett Packard Enterprise,Jul-2017,"<A HREF=""/power_ssj2008/results/res2017q3/power_ssj2008-20170704-00768.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2017q3/power_ssj2008-20170704-00768.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,1,1U,12170,8.23E+06,7.43E+06,6.59E+06,5.78E+06,4.94E+06,4.12E+06,3.30E+06,2.47E+06,1.65E+06,828853,651,576,450,389,339,301,268,240,211,181,119,12641,12896,14640,14849,14603,13703,12292,10278,7804,4585,80,2,40,2,Intel Xeon Platinum 8380 2.30 GHz,2300,"40 core, 2.30 GHz, 60 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,1280 KB I+D on chip per core,60 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 12 SP5,4.12.14-122.66-default,16 x 16384 MB,"16GB 2Rx8 PC4-3200-T; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket (P06031-B21)",Line-powered,HPE 480GB SATA 6G SSD (P40502-B21),Embedded SATA,Enabled (see SUT Notes),HPE 800W (96%) Flex Slot Titanium Hot Plug Power Supply Kit (865438-B21),1,800,May-2021,2021,Apr-2021,Hewlett Packard Enterprise,Jun-2021,"<A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210528-01099.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210528-01099.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,1,1U,12052,8.11E+06,7.32E+06,6.50E+06,5.69E+06,4.89E+06,4.06E+06,3.25E+06,2.44E+06,1.62E+06,813668,623,578,455,397,344,303,268,240,211,181,110,13021,12665,14277,14337,14192,13423,12123,10198,7719,4500,80,2,40,2,Intel Xeon Platinum 8380 2.30 GHz,2300,"40 core, 2.30 GHz, 60 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,1280 KB I+D on chip per core,60 MB I+D on chip per chip,None,256,Windows Server 2019 Datacenter,Version 1809 (Build 17763.1697),16 x 16384 MB,"16GB 2Rx8 PC4-3200-T; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket (P06031-B21)",Line-powered,HPE 480GB SATA 6G SSD (P40502-B21),Embedded SATA,Enabled (see SUT Notes),HPE 800W (96%) Flex Slot Titanium Hot Plug Power Supply Kit (865438-B21),1,800,May-2021,2021,Apr-2021,Hewlett Packard Enterprise,Jun-2021,"<A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210601-01104.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210601-01104.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen11,1,1U,14506,1.34E+07,1.21E+07,1.07E+07,9.42E+06,8.06E+06,6.72E+06,5.38E+06,4.03E+06,2.69E+06,1.34E+06,729,635,580,537,492,450,413,373,335,297,250,18356,19022,18522,17529,16391,14940,13022,10821,8023,4519,128,2,64,2,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,"64 core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16 GB 1Rx8 PC5-5600B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Feb-2024,2024,Oct-2023,Hewlett Packard Enterprise,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01373.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01373.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen11,1,1U,14736,1.33E+07,1.20E+07,1.07E+07,9.35E+06,8.01E+06,6.69E+06,5.35E+06,4.01E+06,2.67E+06,1.34E+06,659,624,574,530,487,445,408,370,333,298,260,20199,19308,18636,17648,16463,15041,13112,10832,8022,4499,128,2,64,2,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,"64 core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,Microsoft Windows Server 2022 Datacenter,Version 21H2 (Build 20348.1129),16 x 16384 MB,"16 GB 1Rx8 PC5-5600B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Feb-2024,2024,Oct-2023,Hewlett Packard Enterprise,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01374.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01374.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen11,1,1U,12609,1.06E+07,9.58E+06,8.51E+06,7.46E+06,6.38E+06,5.32E+06,4.26E+06,3.19E+06,2.13E+06,1.07E+06,616,582,535,491,452,419,388,358,327,294,179,17208,16454,15896,15199,14120,12704,10986,8929,6518,3630,112,2,56,2,Intel Xeon Platinum 8480+ 2.0 GHz,2000,"112-Core, 2.0 GHz, 105 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,105 MB I+D on chip per chip,None,256,Microsoft Windows Server 2022 Datacenter,Version 21H2 (Build 20348.1129),16 x 16384 MB,"16GB 1Rx8 PC5-4800B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Jan-2023,2023,Jan-2023,Hewlett Packard Enterprise,Feb-2023,"<A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221204-01201.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221204-01201.txt"">Text</A>"
